Input Size,Reverse,Random,Pre-sorted
48000,1566796.0,5737134.0,1527070.0
48500,1580040.0,5800280.0,1541382.0
49000,1585710.0,5873766.0,1560700.0
49500,1604586.0,5963508.0,1561340.0
50000,1621754.0,5993250.0,1573320.0
50500,1633940.0,6080840.0,1612146.0
51000,1669238.0,6068890.0,1618032.0
51500,1672190.0,6210894.0,1629952.0
52000,1698080.0,6245536.0,1651922.0
52500,1733482.0,6310308.0,1690758.0
53000,1746062.0,6431118.0,1693232.0
53500,1744068.0,6435134.0,1706736.0
54000,1766582.0,6495678.0,1716408.0
54500,1795478.0,6527350.0,1758950.0
55000,1814170.0,6612938.0,1798958.0
55500,1840870.0,6658468.0,1803892.0
56000,1859970.0,6718124.0,1806644.0
56500,1881356.0,6811708.0,1814550.0
57000,1874110.0,6863032.0,1847294.0
57500,1885658.0,6907370.0,1851546.0
58000,1899266.0,6976686.0,1849402.0
58500,1937776.0,7048880.0,1866976.0
59000,1949506.0,7088060.0,1907074.0
59500,1954944.0,7195220.0,1919670.0
60000,1989870.0,7246116.0,1948320.0
60500,1997636.0,7309728.0,1967410.0
61000,2027548.0,7362198.0,1983100.0
61500,2026512.0,7436070.0,1989596.0
62000,2052712.0,7497634.0,2015938.0
62500,2075922.0,7523778.0,2073432.0
63000,2118110.0,7626230.0,2075744.0
63500,2120132.0,7709024.0,2091892.0
64000,2157920.0,7785494.0,2111350.0
64500,2159446.0,7864860.0,2116238.0
65000,2173214.0,7896754.0,2157038.0
65500,2184408.0,7925846.0,2157472.0
66000,2185576.0,8072154.0,2136192.0
66500,2198426.0,8087066.0,2176778.0
67000,2248648.0,8127108.0,2177510.0
67500,2243854.0,8242234.0,2201344.0
68000,2260532.0,8261824.0,2233306.0
68500,2290146.0,8315148.0,2240538.0
69000,2318080.0,8388540.0,2261514.0
69500,2308654.0,8459808.0,2248726.0
70000,2335710.0,8526036.0,2276314.0
70500,2348916.0,8595986.0,2318390.0
71000,2388630.0,8659516.0,2349486.0
71500,2406478.0,8711704.0,2379132.0
72000,2444148.0,8770724.0,2377464.0
72500,2439062.0,8819784.0,2387738.0
73000,2455654.0,8901686.0,2394530.0
73500,2454608.0,8996128.0,2394928.0
74000,2458256.0,9020632.0,2394882.0
74500,2487696.0,9078028.0,2421938.0
75000,2495528.0,9173202.0,2431988.0
75500,2520200.0,9229496.0,2454258.0
76000,2533242.0,9290906.0,2482558.0
76500,2575106.0,9382256.0,2511518.0
77000,2572820.0,9469898.0,2508764.0
77500,2587034.0,9513324.0,2520486.0
78000,2609386.0,9566524.0,2554416.0
78500,2646044.0,9627416.0,2582818.0
79000,2663524.0,9679524.0,2590614.0
79500,2694418.0,9802356.0,2631474.0
80000,2712914.0,9794130.0,2645252.0
80500,2711068.0,9898538.0,2634294.0
81000,2726352.0,9967124.0,2674330.0
81500,2726408.0,9996994.0,2677226.0
82000,2746468.0,10135082.0,2678662.0
82500,2781778.0,10188788.0,2715346.0
83000,2769498.0,10239314.0,2716794.0
83500,2823002.0,10331704.0,2742230.0
84000,2833206.0,10415696.0,2768086.0
84500,2860362.0,10477300.0,2770400.0
85000,2878092.0,10548324.0,2801082.0
85500,2929172.0,10612846.0,2817932.0
86000,2890366.0,10709092.0,2803916.0
86500,2974940.0,10783538.0,2845978.0
87000,2961376.0,10835772.0,2881824.0
87500,3003004.0,10937244.0,2910296.0
88000,3036706.0,10927228.0,2918488.0
88500,3019826.0,11110302.0,2947756.0
89000,3038054.0,11127494.0,2955370.0
89500,3045124.0,11231372.0,2990644.0
90000,3069670.0,11290428.0,2980470.0
90500,3102226.0,11276970.0,2990902.0
91000,3114784.0,11330452.0,3023906.0
91500,3117524.0,11402496.0,3024610.0
92000,3104382.0,11461518.0,3044880.0
92500,3139918.0,11521756.0,3049858.0
93000,3190890.0,11564674.0,3119456.0
93500,3192240.0,11645792.0,3120612.0
94000,3208214.0,11737458.0,3131002.0
94500,3234960.0,11843810.0,3155668.0
95000,3260090.0,11881952.0,3177158.0
95500,3273890.0,11931742.0,3197172.0
96000,3292270.0,11973878.0,3250070.0
96500,3312664.0,12012886.0,3230626.0
97000,3362804.0,12131188.0,3255376.0
97500,3334546.0,12171736.0,3286700.0
98000,3371186.0,12339894.0,3307472.0
98500,3367256.0,12335698.0,3307210.0
99000,3401760.0,12382856.0,3336406.0
99500,3397816.0,12423288.0,3330670.0
100000,3418478.0,12486510.0,3354926.0
