Input Size,QuickSort,MergeSort,HeapSort,BubbleSort,NoSort
1950,49458.0,118815.0,238581.0,3602790.0,1021.0
2000,51196.0,118644.0,243333.0,3771548.0,1027.0
2050,52437.0,122073.0,247910.0,3964293.0,1106.0
2100,53283.0,126059.0,257311.0,4169357.0,1210.0
2150,54775.0,130301.0,267935.0,4369481.0,1104.0
2200,56372.0,136068.0,273732.0,4579117.0,1174.0
2250,58093.0,138105.0,279345.0,4782539.0,1081.0
2300,58643.0,139748.0,283861.0,5000181.0,1074.0
2350,59668.0,142203.0,294103.0,5214799.0,1072.0
2400,61931.0,146122.0,302055.0,5424608.0,1079.0
2450,62569.0,150309.0,310594.0,5634381.0,1090.0
2500,65021.0,152489.0,317534.0,5882589.0,1101.0
2550,64824.0,156951.0,320649.0,6100091.0,1343.0
2600,65978.0,162175.0,328550.0,6363354.0,1217.0
2650,67408.0,164349.0,337181.0,6587136.0,1144.0
2700,68790.0,167033.0,340740.0,6858356.0,1035.0
2750,70671.0,170913.0,352942.0,7087541.0,1092.0
2800,72397.0,174421.0,360376.0,7364731.0,1133.0
2850,73142.0,179627.0,365643.0,7647346.0,1125.0
2900,74679.0,182630.0,375348.0,7916259.0,1215.0
2950,77321.0,185256.0,377700.0,8177968.0,1098.0
3000,77181.0,187228.0,387978.0,8456427.0,1123.0
3050,79596.0,190270.0,387589.0,8748933.0,1323.0
3100,80321.0,196114.0,395357.0,9029366.0,1560.0
3150,82295.0,197053.0,403129.0,9331328.0,1165.0
3200,82473.0,200166.0,408814.0,9659582.0,1183.0
3250,87388.0,204711.0,415707.0,9937869.0,1232.0
3300,86112.0,205371.0,419541.0,10206726.0,1220.0
3350,87531.0,213427.0,427586.0,10524065.0,1141.0
3400,89546.0,212928.0,434253.0,10813489.0,1286.0
3450,89777.0,216154.0,441352.0,11202732.0,1212.0
3500,92441.0,218704.0,444752.0,11483617.0,1189.0
3550,92413.0,221173.0,449721.0,11831050.0,1133.0
3600,93876.0,227075.0,461082.0,12145860.0,1176.0
3650,94082.0,234373.0,469666.0,12480283.0,1251.0
3700,96635.0,234556.0,473706.0,12851941.0,1277.0
3750,100052.0,237259.0,477704.0,13264481.0,1195.0
3800,100781.0,241812.0,484806.0,13624681.0,1186.0
3850,100837.0,244560.0,491693.0,13951155.0,1208.0
3900,103561.0,245061.0,500215.0,14340284.0,1268.0
3950,106068.0,247676.0,504876.0,14679514.0,1155.0
4000,107317.0,251418.0,510444.0,15103939.0,1280.0
4050,108210.0,255976.0,522471.0,15472374.0,1275.0
4100,107063.0,257732.0,523018.0,15815338.0,1449.0
4150,107871.0,261867.0,535251.0,16210844.0,1238.0
4200,111026.0,265514.0,539898.0,16579870.0,1267.0
4250,111550.0,270739.0,546518.0,17003435.0,1230.0
4300,113099.0,273889.0,550649.0,17389331.0,1227.0
4350,113262.0,276088.0,559211.0,17781500.0,1277.0
4400,116090.0,282313.0,565059.0,18180489.0,1245.0
4450,118810.0,287449.0,572203.0,18611485.0,1210.0
4500,119962.0,288937.0,581813.0,18971130.0,1140.0
4550,122243.0,292014.0,587588.0,19431144.0,1081.0
4600,120059.0,295668.0,597020.0,19853277.0,1028.0
4650,121511.0,305579.0,601699.0,20255320.0,1025.0
4700,124223.0,303704.0,614116.0,20687234.0,1043.0
4750,124585.0,305323.0,621664.0,21151058.0,1059.0
4800,125834.0,313736.0,626509.0,21768168.0,1029.0
4850,127501.0,314425.0,631976.0,22090389.0,1098.0
4900,129927.0,316917.0,638853.0,22511153.0,1061.0
4950,131387.0,318932.0,647501.0,22993195.0,1079.0
5000,132634.0,324058.0,654758.0,23412813.0,1064.0
5050,134572.0,324392.0,663007.0,23938016.0,1049.0
5100,135606.0,330124.0,667157.0,24404997.0,1038.0
5150,136932.0,333161.0,671769.0,24856489.0,1046.0
5200,137167.0,336801.0,681015.0,25340041.0,1032.0
5250,138129.0,341711.0,692001.0,25771978.0,1058.0
5300,140098.0,345857.0,700263.0,26263030.0,1200.0
5350,141812.0,351384.0,705192.0,26792205.0,1199.0
5400,144382.0,351981.0,714566.0,27262632.0,1051.0
5450,144946.0,354543.0,718457.0,27808351.0,1081.0
5500,148125.0,356774.0,726199.0,28264206.0,1047.0
5550,148746.0,360381.0,730032.0,28785540.0,1022.0
5600,148916.0,362350.0,736842.0,29377698.0,1049.0
5650,149910.0,368079.0,748283.0,29876577.0,1048.0
5700,150836.0,370552.0,758249.0,30465235.0,1052.0
5750,152080.0,372952.0,761487.0,30957778.0,1046.0
5800,153545.0,380722.0,765637.0,31441883.0,1025.0
5850,156274.0,383300.0,777794.0,31982486.0,1040.0
5900,158364.0,388801.0,781810.0,32517497.0,1043.0
5950,159034.0,394104.0,787198.0,33066782.0,1017.0
6000,162655.0,391263.0,793618.0,33635335.0,1043.0
6050,164203.0,397130.0,801808.0,34192986.0,1056.0
6100,165942.0,401358.0,809348.0,34812075.0,1040.0
6150,165580.0,402214.0,821150.0,35382783.0,1071.0
6200,167275.0,409117.0,823828.0,35973384.0,1059.0
6250,168224.0,411296.0,829043.0,36535157.0,1083.0
6300,169370.0,416963.0,845190.0,37160782.0,1061.0
6350,170417.0,419880.0,847097.0,37755300.0,1054.0
6400,171134.0,419339.0,858780.0,38315980.0,1076.0
6450,173382.0,422881.0,860079.0,38951468.0,1004.0
6500,175901.0,428514.0,862725.0,39523546.0,1071.0
6550,177896.0,427884.0,873328.0,40252674.0,1047.0
6600,180500.0,438401.0,878431.0,40958144.0,1073.0
6650,178944.0,437012.0,888230.0,41721546.0,1059.0
6700,181566.0,440307.0,896076.0,42193991.0,1090.0
6750,182911.0,443839.0,901998.0,42693688.0,1068.0
6800,184570.0,447727.0,914743.0,43360870.0,1061.0
6850,187624.0,453832.0,917731.0,43965323.0,1048.0
6900,191510.0,455826.0,921182.0,44632263.0,1069.0
6950,190809.0,457361.0,929063.0,45275647.0,1066.0
7000,192146.0,460229.0,936259.0,45858792.0,1079.0
7050,191170.0,462114.0,956857.0,46569209.0,1059.0
7100,193171.0,469527.0,953280.0,47226271.0,1027.0
7150,195756.0,472515.0,958698.0,47965093.0,1084.0
7200,195714.0,473075.0,964033.0,48563227.0,1041.0
7250,195924.0,479654.0,970997.0,49188094.0,1010.0
7300,197093.0,484586.0,976215.0,49821260.0,1077.0
7350,199844.0,487152.0,992004.0,50568734.0,1080.0
7400,201869.0,492965.0,992509.0,51435050.0,1067.0
7450,203174.0,494540.0,1007628.0,52052533.0,1071.0
7500,204490.0,506270.0,1006238.0,52811355.0,1056.0
7550,205584.0,502909.0,1014628.0,53632543.0,1122.0
7600,208742.0,512893.0,1021908.0,54311090.0,1102.0
7650,209516.0,509163.0,1024440.0,54981838.0,1069.0
7700,210979.0,514944.0,1037256.0,55570672.0,1069.0
7750,213122.0,516464.0,1041577.0,56461198.0,1159.0
7800,213976.0,521844.0,1052338.0,57210252.0,1066.0
7850,216613.0,527109.0,1064003.0,57753032.0,1067.0
7900,219523.0,526122.0,1068078.0,58425474.0,1077.0
7950,221175.0,530104.0,1079054.0,59139892.0,1071.0
8000,221912.0,531074.0,1079250.0,60067868.0,1117.0
8050,222312.0,539121.0,1088407.0,60738765.0,1105.0
8100,224276.0,535317.0,1095432.0,61623641.0,1086.0
8150,223888.0,540399.0,1102492.0,62246102.0,1038.0
8200,225072.0,541681.0,1112982.0,63000325.0,1128.0
8250,224922.0,549326.0,1119531.0,63760027.0,1079.0
8300,227801.0,551661.0,1126272.0,64716380.0,1068.0
8350,229437.0,558368.0,1135789.0,65535613.0,1078.0
8400,231804.0,560878.0,1149289.0,66181745.0,1092.0
8450,231112.0,564978.0,1155115.0,67009267.0,1050.0
8500,233763.0,567801.0,1157644.0,67653631.0,1086.0
8550,236156.0,573850.0,1165000.0,68695115.0,1090.0
8600,237943.0,577085.0,1169825.0,69422329.0,1078.0
8650,239087.0,581503.0,1181887.0,70222691.0,1082.0
8700,238000.0,583929.0,1187451.0,70939529.0,1091.0
8750,241953.0,604667.0,1201002.0,71730892.0,1101.0
8800,243066.0,595733.0,1213194.0,72656578.0,1082.0
8850,246348.0,598465.0,1214227.0,73479163.0,1079.0
8900,251388.0,598985.0,1223553.0,74291850.0,1089.0
8950,250706.0,604829.0,1228244.0,75034352.0,1085.0
9000,252354.0,604721.0,1232777.0,75855802.0,1083.0
9050,252824.0,616564.0,1243263.0,77102982.0,1100.0
9100,253847.0,611189.0,1241850.0,77690004.0,1055.0
9150,252425.0,615689.0,1248632.0,78514617.0,1069.0
9200,255698.0,615926.0,1259742.0,79490932.0,1056.0
9250,254933.0,625793.0,1268214.0,80362603.0,1052.0
9300,254432.0,625937.0,1271783.0,81076147.0,1079.0
9350,257393.0,632067.0,1283545.0,81902816.0,1061.0
9400,259039.0,635780.0,1294746.0,82773719.0,1096.0
9450,259813.0,642868.0,1302929.0,83783946.0,1077.0
9500,261392.0,652048.0,1313134.0,84607124.0,1106.0
9550,263904.0,648881.0,1312154.0,85480096.0,1108.0
9600,265747.0,654026.0,1328719.0,86170856.0,1085.0
9650,270135.0,658562.0,1331916.0,87239782.0,1090.0
9700,267972.0,664540.0,1331142.0,88124151.0,1060.0
9750,270636.0,664615.0,1345321.0,89004807.0,1047.0
9800,272596.0,670734.0,1355453.0,89992341.0,1095.0
9850,273323.0,673434.0,1361932.0,91145475.0,1124.0
9900,279128.0,672406.0,1373338.0,92133182.0,1060.0
9950,278477.0,681390.0,1375379.0,93063440.0,1094.0
10000,279976.0,679300.0,1378705.0,93899652.0,1082.0
