Input Size,Reverse,Random,Pre-sorted
65500,5164276.0,9220022.0,5148830.0
66000,5248196.0,9331788.0,5196258.0
66500,5292390.0,9411302.0,5273968.0
67000,5317510.0,9518572.0,5314220.0
67500,5374974.0,9597042.0,5353270.0
68000,5397688.0,9650690.0,5421152.0
68500,5463724.0,9814274.0,5474430.0
69000,5532218.0,9837800.0,5495914.0
69500,5548688.0,9918286.0,5524182.0
70000,5619186.0,9995790.0,5600678.0
70500,5688370.0,10044938.0,5627296.0
71000,5768530.0,10109408.0,5669468.0
71500,5767286.0,10253964.0,5705624.0
72000,5802498.0,10305622.0,5777716.0
72500,5862906.0,10332966.0,5798880.0
73000,5917598.0,10415456.0,5818316.0
73500,5916482.0,10483878.0,5870668.0
74000,5994784.0,10574706.0,5927496.0
74500,6040788.0,10656230.0,5973506.0
75000,6102410.0,10772712.0,6014958.0
75500,6105186.0,10940990.0,6064842.0
76000,6171810.0,10915658.0,6089872.0
76500,6165514.0,11012740.0,6176960.0
77000,6237042.0,11112386.0,6234876.0
77500,6298220.0,11189922.0,6271020.0
78000,6288744.0,11288048.0,6304724.0
78500,6354244.0,11467866.0,6366040.0
79000,6371306.0,11527170.0,6403410.0
79500,6448132.0,11694780.0,6465662.0
80000,6446658.0,11750856.0,6495498.0
80500,6479936.0,11725382.0,6513680.0
81000,6560412.0,11991010.0,6544594.0
81500,6575384.0,12126834.0,6576866.0
82000,6614526.0,12045590.0,6639904.0
82500,6660226.0,12400678.0,6704908.0
83000,6720776.0,12196292.0,6745496.0
83500,6808506.0,12087348.0,6778598.0
84000,6814456.0,12206484.0,6879724.0
84500,6926154.0,12453834.0,6845130.0
85000,6854608.0,12592376.0,6952982.0
85500,6954084.0,12618350.0,7007328.0
86000,7103040.0,12464000.0,7100756.0
86500,7102490.0,12642576.0,7072168.0
87000,7125480.0,12627990.0,7115480.0
87500,7204628.0,12846852.0,7211968.0
88000,7201482.0,12897588.0,7268042.0
88500,7178654.0,12990150.0,7255044.0
89000,7265136.0,13089238.0,7318744.0
89500,7359662.0,13095466.0,7336706.0
90000,7345796.0,13133116.0,7368654.0
90500,7407198.0,13145436.0,7457238.0
91000,7439884.0,13389160.0,7450278.0
91500,7478824.0,13421890.0,7479122.0
92000,7500854.0,13439962.0,7557862.0
92500,7549284.0,13641908.0,7575620.0
93000,7581842.0,13596588.0,7684330.0
93500,7661076.0,13636670.0,7687890.0
94000,7698014.0,13682124.0,7731616.0
94500,7769398.0,13824676.0,7760786.0
95000,7846752.0,13808532.0,7905336.0
95500,7814252.0,13887708.0,7845772.0
96000,7856192.0,13986700.0,7904746.0
96500,7879456.0,14048692.0,7921144.0
97000,7935604.0,14126634.0,7958124.0
97500,8037370.0,14197774.0,8033110.0
98000,7990168.0,14197622.0,8042314.0
98500,8049046.0,14304810.0,8048804.0
99000,8125934.0,14419238.0,8191778.0
99500,8124092.0,14543486.0,8223290.0
100000,8186016.0,14616366.0,8238060.0
