Input Size,Reverse,Random,Pre-sorted
38500,1326.0,2070.0,1284.0
39000,1256.0,1448.0,1268.0
39500,1290.0,2586.0,1482.0
40000,1458.0,1512.0,1632.0
40500,1464.0,2118.0,1406.0
41000,1814.0,1642.0,1482.0
41500,1430.0,2502.0,1462.0
42000,1536.0,2168.0,1898.0
42500,1676.0,2394.0,1294.0
43000,1450.0,2000.0,1474.0
43500,1382.0,2238.0,1638.0
44000,1430.0,1618.0,1436.0
44500,1538.0,2404.0,1326.0
45000,1494.0,1638.0,1418.0
45500,1842.0,1938.0,1620.0
46000,1430.0,1554.0,1508.0
46500,1882.0,1584.0,1394.0
47000,1278.0,1478.0,1442.0
47500,1996.0,1560.0,1592.0
48000,1398.0,1446.0,1456.0
48500,1808.0,1738.0,1586.0
49000,1304.0,1380.0,1570.0
49500,1586.0,1638.0,1454.0
50000,1294.0,1418.0,1494.0
50500,1532.0,1798.0,1432.0
51000,1254.0,1472.0,1680.0
51500,1318.0,1628.0,1556.0
52000,1192.0,1740.0,1810.0
52500,1448.0,1626.0,1482.0
53000,1308.0,2452.0,1426.0
53500,1402.0,1848.0,1334.0
54000,1302.0,1690.0,1468.0
54500,1262.0,1756.0,1616.0
55000,2256.0,1768.0,1714.0
55500,1626.0,2826.0,1708.0
56000,1456.0,1792.0,1412.0
56500,1490.0,1864.0,1468.0
57000,1632.0,1990.0,1608.0
57500,1612.0,1914.0,1342.0
58000,2160.0,2100.0,1580.0
58500,2114.0,1686.0,1954.0
59000,1600.0,1636.0,1720.0
59500,1786.0,1872.0,1434.0
60000,2602.0,1542.0,1598.0
60500,1836.0,1540.0,1510.0
61000,1630.0,2184.0,1796.0
61500,1952.0,2410.0,1586.0
62000,1798.0,1950.0,1764.0
62500,2064.0,2342.0,2344.0
63000,1958.0,2316.0,1680.0
63500,1694.0,1850.0,1822.0
64000,1586.0,1786.0,2012.0
64500,2082.0,2702.0,2280.0
65000,1664.0,1854.0,2148.0
65500,2442.0,2310.0,2070.0
66000,1760.0,2486.0,2190.0
66500,1720.0,2484.0,2194.0
67000,2326.0,2430.0,2130.0
67500,1808.0,2238.0,2062.0
68000,2120.0,2234.0,2338.0
68500,1988.0,2762.0,2174.0
69000,2198.0,3100.0,2324.0
69500,2242.0,2722.0,2240.0
70000,2146.0,2382.0,2066.0
70500,2302.0,2548.0,2166.0
71000,2176.0,3438.0,2072.0
71500,2130.0,3058.0,2174.0
72000,2372.0,2592.0,2352.0
72500,2300.0,2320.0,2194.0
73000,3102.0,2752.0,2308.0
73500,2788.0,2700.0,2324.0
74000,2216.0,2400.0,2410.0
74500,2296.0,2368.0,2640.0
75000,2404.0,2486.0,2632.0
75500,3140.0,2564.0,3580.0
76000,3020.0,3530.0,3706.0
76500,2456.0,2842.0,3196.0
77000,2272.0,2764.0,2628.0
77500,3122.0,2730.0,3490.0
78000,2370.0,2788.0,3284.0
78500,2292.0,2652.0,3162.0
79000,2920.0,2844.0,3086.0
79500,2556.0,2460.0,2708.0
80000,2230.0,2886.0,3718.0
80500,2482.0,2686.0,2702.0
81000,2352.0,2568.0,2536.0
81500,2192.0,2640.0,2544.0
82000,2674.0,2662.0,2674.0
82500,2344.0,2706.0,3300.0
83000,2504.0,2636.0,2678.0
83500,2666.0,2734.0,2614.0
84000,2288.0,2626.0,2712.0
84500,2488.0,2738.0,2216.0
85000,2484.0,2738.0,2366.0
85500,2838.0,2824.0,2550.0
86000,2722.0,3712.0,2494.0
86500,2502.0,2854.0,2544.0
87000,2524.0,2752.0,2518.0
87500,2514.0,2882.0,2266.0
88000,2862.0,3504.0,2692.0
88500,2818.0,3070.0,3238.0
89000,2856.0,3068.0,3166.0
89500,2704.0,2752.0,2966.0
90000,2818.0,2886.0,2784.0
90500,2874.0,3196.0,2728.0
91000,3002.0,2830.0,2976.0
91500,3010.0,3422.0,2660.0
92000,3002.0,2800.0,2754.0
92500,2894.0,3100.0,2498.0
93000,3236.0,3084.0,2838.0
93500,3070.0,3534.0,2580.0
94000,3942.0,3898.0,2996.0
94500,3124.0,3168.0,2756.0
95000,3150.0,3328.0,3080.0
95500,3120.0,3152.0,2980.0
96000,3282.0,3202.0,3340.0
96500,3034.0,2890.0,3340.0
97000,3032.0,2886.0,3152.0
97500,2830.0,3050.0,3096.0
98000,3102.0,3152.0,2990.0
98500,2960.0,2882.0,2680.0
99000,3250.0,3382.0,3318.0
99500,2914.0,3248.0,3108.0
100000,3028.0,3576.0,3156.0
