Input Size,QuickSort,MergeSort,HeapSort,BubbleSort,NoSort
2050,53069.0,122187.0,242233.0,9360292.0,1008.0
2100,54812.0,126836.0,249808.0,9836030.0,1003.0
2150,56707.0,131198.0,258577.0,10302830.0,1098.0
2200,57946.0,133173.0,261284.0,10894398.0,1076.0
2250,59135.0,136224.0,269812.0,11346670.0,1116.0
2300,59401.0,138172.0,279468.0,11808894.0,1066.0
2350,62817.0,144182.0,284039.0,12331323.0,1006.0
2400,62925.0,146009.0,289150.0,12879819.0,1132.0
2450,65348.0,151715.0,298463.0,13390209.0,1103.0
2500,66055.0,152474.0,303682.0,14025580.0,1054.0
2550,66551.0,159471.0,309134.0,14534412.0,1132.0
2600,68310.0,159732.0,316194.0,15104796.0,1089.0
2650,69170.0,163659.0,324345.0,15688381.0,1100.0
2700,70754.0,166430.0,332771.0,16302768.0,1139.0
2750,75195.0,172820.0,338436.0,16920155.0,1333.0
2800,73236.0,172007.0,344316.0,17533798.0,1093.0
2850,75140.0,177524.0,352909.0,18123420.0,1163.0
2900,76473.0,180874.0,355097.0,18779069.0,1558.0
2950,80497.0,183095.0,363367.0,19439003.0,1144.0
3000,79986.0,185917.0,369523.0,20181444.0,1160.0
3050,81459.0,187428.0,377939.0,20770895.0,1156.0
3100,82424.0,193764.0,386007.0,21482138.0,1229.0
3150,83940.0,197554.0,391310.0,22163061.0,1248.0
3200,84966.0,201105.0,394965.0,22855305.0,1177.0
3250,87415.0,202093.0,404816.0,23560003.0,1188.0
3300,88360.0,205607.0,410980.0,24281071.0,1121.0
3350,88980.0,207697.0,419701.0,25074765.0,1150.0
3400,91535.0,211697.0,422640.0,26113826.0,1276.0
3450,92659.0,217049.0,428619.0,26661057.0,1564.0
3500,94276.0,217424.0,436396.0,27534005.0,1180.0
3550,95917.0,221767.0,444823.0,28371611.0,1201.0
3600,96183.0,224873.0,448783.0,29036911.0,1136.0
3650,98382.0,231507.0,457291.0,29860445.0,1205.0
3700,99209.0,235821.0,462145.0,30574318.0,1340.0
3750,100190.0,236922.0,472608.0,31524275.0,1141.0
3800,103137.0,240238.0,475857.0,32325338.0,1634.0
3850,104066.0,245032.0,482417.0,33027437.0,1409.0
3900,106725.0,246280.0,492997.0,34116342.0,1132.0
3950,109309.0,248730.0,493481.0,35239216.0,1233.0
4000,110312.0,251140.0,502402.0,35794856.0,1266.0
4050,111559.0,253202.0,510790.0,36686984.0,1324.0
4100,110108.0,258032.0,513297.0,38045849.0,1347.0
4150,110800.0,263235.0,520120.0,38675037.0,1215.0
4200,114694.0,268914.0,530379.0,39612501.0,1213.0
4250,114267.0,270428.0,539580.0,40565234.0,1233.0
4300,116979.0,273304.0,540241.0,41436984.0,1434.0
4350,117016.0,277340.0,547188.0,42439296.0,1260.0
4400,119621.0,280218.0,555825.0,43396567.0,1328.0
4450,122022.0,283685.0,566631.0,44418484.0,1252.0
4500,123359.0,286254.0,570855.0,45350711.0,1113.0
4550,124401.0,291419.0,584674.0,46390920.0,1171.0
4600,125680.0,291092.0,593996.0,47425423.0,1079.0
4650,124509.0,298247.0,591738.0,48815048.0,1092.0
4700,129303.0,300864.0,598263.0,49659254.0,1020.0
4750,128612.0,305850.0,605999.0,50739028.0,1087.0
4800,129739.0,310047.0,610809.0,51676658.0,1072.0
4850,131321.0,312595.0,618691.0,52932708.0,1052.0
4900,133635.0,316080.0,629721.0,53959803.0,1105.0
4950,135664.0,318822.0,639313.0,55044784.0,1058.0
5000,136321.0,321735.0,646109.0,56131317.0,1064.0
5050,137652.0,326395.0,650117.0,57234231.0,1079.0
5100,138443.0,325845.0,656025.0,58651995.0,1088.0
5150,141253.0,332656.0,658837.0,59779557.0,1059.0
5200,140844.0,337296.0,667194.0,60880584.0,1073.0
5250,142004.0,338850.0,674836.0,61814671.0,1051.0
5300,144027.0,343425.0,680763.0,63170001.0,1223.0
5350,145432.0,347305.0,691005.0,64174319.0,1100.0
5400,147569.0,350181.0,692323.0,65471442.0,1069.0
5450,150848.0,353361.0,698840.0,66760683.0,1049.0
5500,152363.0,354899.0,709865.0,68187048.0,992.0
5550,152960.0,358998.0,713226.0,68985705.0,1120.0
5600,154179.0,360999.0,724048.0,70368627.0,1075.0
5650,154395.0,364826.0,730238.0,71428757.0,1067.0
5700,156138.0,370056.0,734448.0,72737173.0,1074.0
5750,158139.0,378038.0,741935.0,73784365.0,1090.0
5800,158899.0,378032.0,747615.0,75054735.0,1075.0
5850,160540.0,380643.0,754632.0,76492581.0,1072.0
5900,164487.0,386706.0,767572.0,77699487.0,1050.0
5950,163999.0,389723.0,775437.0,78958108.0,1140.0
6000,166814.0,391599.0,782277.0,80517932.0,1115.0
6050,169161.0,392974.0,779386.0,81790745.0,1083.0
6100,169008.0,397682.0,789895.0,82889317.0,1113.0
6150,169777.0,400045.0,794741.0,84128331.0,1089.0
6200,171293.0,404771.0,802660.0,85894723.0,1084.0
6250,172249.0,406839.0,814802.0,87059437.0,1059.0
6300,175082.0,409918.0,815524.0,88386612.0,1051.0
6350,177343.0,415733.0,824111.0,90016518.0,1052.0
6400,176577.0,418125.0,832539.0,91341544.0,1058.0
6450,179931.0,422816.0,840507.0,92612485.0,1060.0
6500,180077.0,424819.0,843731.0,94000416.0,1095.0
6550,185133.0,429152.0,849869.0,95353576.0,1072.0
6600,183920.0,428732.0,863938.0,96824633.0,1098.0
6650,182931.0,431199.0,868481.0,98618953.0,1094.0
6700,185474.0,437761.0,876728.0,100273222.0,1077.0
6750,187292.0,440698.0,884003.0,101807229.0,1080.0
6800,188813.0,450451.0,890533.0,103165960.0,1130.0
6850,193183.0,447715.0,895355.0,104379987.0,1090.0
6900,192474.0,453582.0,902041.0,106007019.0,1144.0
6950,196659.0,456014.0,907046.0,107610753.0,1082.0
7000,197027.0,459660.0,916524.0,109110063.0,1099.0
7050,199356.0,463045.0,926864.0,110896699.0,1119.0
7100,198503.0,463909.0,933116.0,112278436.0,1080.0
7150,199511.0,468361.0,936873.0,113980870.0,1101.0
7200,199940.0,473003.0,941134.0,115517222.0,1077.0
7250,201655.0,478271.0,951347.0,117021787.0,1105.0
7300,202637.0,482571.0,960343.0,118976997.0,1068.0
7350,205288.0,489300.0,971154.0,120822010.0,1090.0
7400,206483.0,487730.0,978796.0,122246962.0,1113.0
7450,208874.0,493838.0,988692.0,123919198.0,1071.0
7500,209106.0,500748.0,989447.0,125211980.0,1079.0
7550,212092.0,499820.0,995929.0,127162101.0,1071.0
7600,212920.0,504494.0,1003029.0,128690539.0,1086.0
7650,215082.0,511406.0,1009759.0,130362837.0,1101.0
7700,215654.0,512339.0,1015994.0,131712217.0,1085.0
7750,218407.0,520211.0,1028768.0,133447394.0,1085.0
7800,220835.0,521246.0,1039188.0,135275069.0,1125.0
7850,222822.0,523324.0,1046183.0,137410385.0,1033.0
7900,226548.0,526395.0,1050556.0,139455122.0,1114.0
7950,226913.0,529871.0,1054346.0,141422321.0,1055.0
8000,228118.0,531507.0,1061002.0,142523593.0,1113.0
8050,228934.0,535532.0,1072761.0,144374136.0,1132.0
8100,230926.0,538019.0,1074410.0,146464236.0,1142.0
8150,230894.0,541099.0,1085710.0,148430410.0,1157.0
8200,230256.0,544743.0,1090833.0,149850984.0,1137.0
8250,232118.0,550245.0,1098289.0,151665356.0,1161.0
8300,234058.0,560647.0,1103481.0,153273656.0,1129.0
8350,235844.0,557069.0,1107193.0,155451455.0,1116.0
8400,236474.0,561772.0,1113358.0,157700308.0,1188.0
8450,237329.0,567660.0,1123394.0,159107640.0,1196.0
8500,241712.0,569412.0,1137856.0,160750355.0,1178.0
8550,241591.0,573046.0,1145054.0,163019828.0,1144.0
8600,243892.0,576320.0,1149600.0,164969891.0,1144.0
8650,245745.0,582292.0,1152704.0,166155632.0,1171.0
8700,246854.0,584415.0,1162862.0,168381497.0,1130.0
8750,250010.0,586821.0,1174104.0,170632701.0,1123.0
8800,249993.0,593231.0,1184145.0,172560119.0,1133.0
8850,253952.0,594940.0,1201681.0,173946796.0,1111.0
8900,257446.0,601821.0,1192027.0,176453057.0,1096.0
8950,258379.0,607779.0,1209043.0,179261279.0,1271.0
9000,258531.0,606155.0,1207290.0,180514150.0,1152.0
9050,260005.0,609895.0,1216088.0,182739099.0,1182.0
9100,261287.0,612479.0,1227687.0,184326434.0,1165.0
9150,260633.0,615254.0,1231623.0,186451134.0,1095.0
9200,261646.0,619310.0,1244098.0,188299901.0,1117.0
9250,261842.0,624063.0,1248118.0,190155842.0,1255.0
9300,263372.0,627719.0,1263209.0,192335416.0,1203.0
9350,264675.0,630597.0,1255636.0,194494442.0,1137.0
9400,266576.0,639500.0,1266518.0,196783528.0,1136.0
9450,266376.0,638907.0,1271593.0,199024969.0,1104.0
9500,270814.0,646346.0,1277138.0,202014348.0,1111.0
9550,272205.0,648995.0,1284285.0,204012974.0,1157.0
9600,273202.0,651307.0,1294754.0,205955729.0,1145.0
9650,276550.0,655927.0,1300047.0,208422608.0,1115.0
9700,275232.0,659212.0,1310668.0,210944410.0,1273.0
9750,279245.0,661464.0,1313966.0,212272137.0,1099.0
9800,279512.0,669573.0,1320112.0,214985984.0,1099.0
9850,281914.0,669037.0,1335316.0,218041053.0,1133.0
9900,283626.0,672837.0,1340877.0,220122193.0,1113.0
9950,288045.0,672932.0,1348982.0,221985935.0,1043.0
10000,287949.0,676591.0,1349502.0,224276931.0,1085.0
